SBS1	SBS2	SBS5	SBS6	SBS7a	SBS7b	SBS7d	SBS8	SBS9	SBS10a	SBS10b	SBS11	SBS12	SBS14	SBS15	SBS16	SBS17a	SBS17b	SBS19	SBS20	SBS21	SBS23	SBS24	SBS25	SBS26	SBS28	SBS30	SBS31	SBS32	SBS33	SBS37	SBS38	SBS39	SBS40	SBS42	SBS43	SBS44	SBS45	SBS46	SBS48	SBS49	SBS50	SBS51	SBS52	SBS53	SBS54	SBS55	SBS57	SBS58	SBS59	SBS60	SBS84	SBS85	SBS86	SBS87	SBS88	SBS89	SBS91	SBS92	SBS93	virus	type
Orthopox_96N16-N28	0.00440528634361234	0.18942731277533	0.273127753303965	0.365638766519824	0	0	0	0	0	0	0.167400881057269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N16-N28
Orthopox_96N160-S185	0.00421804023361454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.464633354964309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.237508111615834	0	0	0	0	0	0	0.293640493186243	Orthopox_96	Orthopox_96N160-S185
Orthopox_96N168-N169	0.102941176470588	0.132352941176471	0.529411764705882	0	0	0	0	0	0	0	0	0	0.235294117647059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N168-N169
Orthopox_96N168-S196	0.0307692307692308	0.153846153846154	0	0	0	0	0	0	0	0	0.153846153846154	0	0.292307692307692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.369230769230769	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N168-S196
Orthopox_96N169-N170	0.0303030303030303	0	0	0	0	0	0	0	0	0	0	0	0.393939393939394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.303030303030303	0	0	0	0	0	0	0	0	0	0	0	0.272727272727273	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N169-N170
Orthopox_96N17-N182	0.12568306010929	0.0601092896174863	0.33879781420765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.180327868852459	0	0	0	0	0	0	0	0.295081967213115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N17-N182
Orthopox_96N17-S129	0.160493827160494	0.0555555555555556	0.37962962962963	0	0	0	0	0	0	0.0432098765432099	0.0555555555555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.175925925925926	0	0	0	0.0555555555555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0740740740740741	0	0	Orthopox_96	Orthopox_96N17-S129
Orthopox_96N177-N178	0.0303030303030303	0.303030303030303	0.0909090909090909	0	0	0	0	0	0	0	0.242424242424242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333333333	0	0	0	0	0	Orthopox_96	Orthopox_96N177-N178
Orthopox_96N177-N180	0.0638297872340425	0.276595744680851	0	0	0	0	0	0	0	0	0.234042553191489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.425531914893617	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N177-N180
Orthopox_96N18-N192	0.175438596491228	0.140350877192982	0.263157894736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.421052631578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N18-N192
Orthopox_96N18-N23	0	0	0.310810810810811	0.378378378378378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.310810810810811	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N18-N23
Orthopox_96N182-N183	0.0697674418604651	0.186046511627907	0.395348837209302	0	0	0	0	0	0	0.0465116279069767	0.116279069767442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.186046511627907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N182-N183
Orthopox_96N182-S178	0.14070351758794	0.130653266331658	0.316582914572864	0	0	0	0	0	0	0	0	0	0.185929648241206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.226130653266332	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N182-S178
Orthopox_96N183-N184	0.0487804878048781	0	0.0975609756097561	0	0	0	0	0	0	0	0	0	0.292682926829268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.560975609756098	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N183-N184
Orthopox_96N183-N193	0.025	0	0.7	0	0	0	0.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N183-N193
Orthopox_96N184-N190	0.266666666666667	0	0.166666666666667	0	0	0	0	0	0	0	0	0	0.266666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N184-N190
Orthopox_96N185-S137	0.144444444444444	0	0.288888888888889	0	0	0	0	0	0	0	0	0	0.288888888888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.277777777777778	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N185-S137
Orthopox_96N186-N187	0.0757575757575758	0.0757575757575758	0.636363636363636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.212121212121212	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N186-N187
Orthopox_96N186-N189	0.0185185185185185	0.203703703703704	0.333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.444444444444444	0	Orthopox_96	Orthopox_96N186-N189
Orthopox_96N187-N188	0.166666666666667	0.129032258064516	0.247311827956989	0	0	0	0	0	0	0	0	0	0.333333333333333	0	0	0	0	0	0.123655913978495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N187-N188
Orthopox_96N187-S199	0.0449438202247191	0.140449438202247	0.376404494382022	0	0	0	0	0	0	0	0.106741573033708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.202247191011236	0	0	0	0	0	0.129213483146067	0	0	0	0	0	Orthopox_96	Orthopox_96N187-S199
Orthopox_96N189-S144	0.0641025641025641	0.102564102564103	0.0961538461538462	0	0	0	0	0	0	0	0	0	0.237179487179487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.275641025641026	0	0	0	0	0	0.224358974358974	0	0	0	0	0	Orthopox_96	Orthopox_96N189-S144
Orthopox_96N189-S169	0.113333333333333	0.106666666666667	0.306666666666667	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18	0	0	0	0	0	0	0.193333333333333	0	0	0	0	0	Orthopox_96	Orthopox_96N189-S169
Orthopox_96N19-S19	0.333333333333333	0.0952380952380952	0.571428571428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N19-S19
Orthopox_96N190-N191	0.0619469026548673	0.146017699115044	0.358407079646018	0	0	0	0	0	0	0	0.0929203539823009	0	0.216814159292035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.123893805309735	0	0	0	0	0	Orthopox_96	Orthopox_96N190-N191
Orthopox_96N190-S179	0.0102564102564103	0.143589743589744	0.0615384615384615	0.194871794871795	0	0	0	0	0	0	0	0	0.338461538461538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.251282051282051	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N190-S179
Orthopox_96N193-S149	0.112554112554113	0.142857142857143	0.255411255411255	0	0	0	0	0	0	0	0.0822510822510823	0	0.316017316017316	0	0	0	0	0	0.0909090909090909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N193-S149
Orthopox_96N193-S174	0.0551724137931034	0.103448275862069	0.324137931034483	0	0	0	0	0	0	0	0.096551724137931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.213793103448276	0	0	0	0	0	0	0	0	0	0	0.206896551724138	Orthopox_96	Orthopox_96N193-S174
Orthopox_96N194-N195	0.0833333333333333	0	0.166666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.222222222222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.305555555555556	0	0	0	0	0	0.222222222222222	0	0	0	0	0	Orthopox_96	Orthopox_96N194-N195
Orthopox_96N194-S212	0	0.276595744680851	0.191489361702128	0	0	0	0	0	0	0	0.170212765957447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.361702127659574	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N194-S212
Orthopox_96N195-N196	0.04	0.16	0.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.226666666666667	0	0.253333333333333	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N195-N196
Orthopox_96N196-S186	0.00761808024377857	0	0.125698324022346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37455561198578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.235652615540884	0	0	0	0	0	0	0.256475368207212	Orthopox_96	Orthopox_96N196-S186
Orthopox_96N198-N199	0.175572519083969	0.106870229007634	0.16030534351145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282442748091603	0	0	0	0	0	0	0	0	0	0	0	0.274809160305344	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N198-N199
Orthopox_96N198-S53	0.103030303030303	0	0.604040404040404	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0929292929292929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N198-S53
Orthopox_96N199-N200	0.0991735537190083	0	0.702479338842975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.198347107438017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N199-N200
Orthopox_96N199-N237	0.115044247787611	0	0.451327433628319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.238938053097345	0	0	0.194690265486726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N199-N237
Orthopox_96N2-N269	0.0961639516552811	0	0.55911718339464	0	0	0	0	0	0	0	0	0	0.245927482921703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0987913820283762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N2-N269
Orthopox_96N2-N34	0.0679933665008292	0	0.688225538971808	0	0	0	0	0	0	0	0	0	0.243781094527363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N2-N34
Orthopox_96N200-N201	0.12962962962963	0.0648148148148148	0.37037037037037	0	0	0	0	0	0	0	0	0	0.277777777777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.157407407407407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N200-N201
Orthopox_96N200-N233	0.120614035087719	0	0.771929824561403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.107456140350877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N200-N233
Orthopox_96N201-N202	0.142857142857143	0.119047619047619	0.547619047619048	0	0	0	0	0	0	0	0	0	0.19047619047619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N201-N202
Orthopox_96N201-N223	0	0	0.362745098039216	0	0	0	0	0	0	0	0	0	0.205882352941176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.147058823529412	0	0	0	0	0	0	0	0	0	0	0	0.0686274509803922	0	0	0	0	0	0	0	0	0	0	0	0	0	0.215686274509804	0	0	0	0	0	Orthopox_96	Orthopox_96N201-N223
Orthopox_96N202-N203	0.1	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N202-N203
Orthopox_96N202-N222	0.099009900990099	0.0561056105610561	0.551155115511551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.158415841584158	0	0	0	0	0	0.135313531353135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N202-N222
Orthopox_96N203-N204	0.050314465408805	0.0817610062893082	0.358490566037736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.226415094339623	0	0	0	0	0	0	0	0	0.106918238993711	0	0.176100628930818	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N203-N204
Orthopox_96N203-S78	0.117647058823529	0	0.573529411764706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0882352941176471	0	0	0	0	0	0	0	0	0	0	0	0	0.220588235294118	0	Orthopox_96	Orthopox_96N203-S78
Orthopox_96N204-N205	0.135446685878963	0.0547550432276657	0.564841498559078	0	0	0	0	0	0	0	0	0	0.244956772334294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N204-N205
Orthopox_96N204-N217	0.117021276595745	0	0.51063829787234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.117021276595745	0	0	0	0	0	0.191489361702128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0638297872340425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N204-N217
Orthopox_96N205-N206	0.0548523206751055	0	0.535864978902954	0	0	0	0	0	0	0	0	0	0.29957805907173	0	0	0	0	0	0	0	0	0	0	0	0	0	0.109704641350211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N205-N206
Orthopox_96N205-S74	0.0677966101694915	0	0.322033898305085	0	0	0	0	0	0	0	0	0	0.23728813559322	0	0.186440677966102	0	0	0	0	0	0	0	0	0	0	0	0	0.186440677966102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N205-S74
Orthopox_96N206-N207	0.0769230769230769	0	0.352941176470588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.131221719457014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.131221719457014	0	0	0	0	0	0	0	0	0	0	0	0	0.307692307692308	0	Orthopox_96	Orthopox_96N206-N207
Orthopox_96N206-S27	0.0277777777777778	0	0.324074074074074	0.111111111111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.175925925925926	0	0	0.361111111111111	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N206-S27
Orthopox_96N207-N208	0.122950819672131	0	0.348360655737705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.118852459016393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.122950819672131	0	0	0	0	0	0	0	0	0	0	0	0	0	0.286885245901639	Orthopox_96	Orthopox_96N207-N208
Orthopox_96N207-S83	0.0622222222222222	0.0888888888888889	0.488888888888889	0	0	0	0	0	0	0	0	0	0.217777777777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.142222222222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N207-S83
Orthopox_96N208-N209	0.0873015873015873	0.142857142857143	0.76984126984127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N208-N209
Orthopox_96N208-S99	0.228571428571429	0	0.628571428571429	0	0	0	0.142857142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N208-S99
Orthopox_96N209-N215	0.0697674418604651	0	0.232558139534884	0	0	0	0	0	0	0	0	0	0	0	0	0.372093023255814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.116279069767442	0	0	0	0	0	0	0	0	0	0	0.209302325581395	0	0	0	0	0	Orthopox_96	Orthopox_96N209-N215
Orthopox_96N210-N211	0	0.0677966101694915	0.423728813559322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.220338983050847	0	0	0	0	0	0	0	0	0.11864406779661	0	0	0	0	0	0	0	0	0.169491525423729	0	0	0	0	0	Orthopox_96	Orthopox_96N210-N211
Orthopox_96N210-S106	0.0731707317073171	0	0.536585365853659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0975609756097561	0	0	0	0	0	0	0	0	0	0	0.170731707317073	0	0	0	0	0	0	0	0	0	0	0.121951219512195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N210-S106
Orthopox_96N211-N212	0.0731707317073171	0	0.51219512195122	0	0	0	0	0	0	0	0	0	0	0	0.158536585365854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25609756097561	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N211-N212
Orthopox_96N212-N213	0	0.170731707317073	0.341463414634146	0.195121951219512	0	0	0	0	0	0	0	0	0	0	0	0.170731707317073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.121951219512195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N212-N213
Orthopox_96N212-S35	0.075	0	0.61875	0	0	0	0	0	0	0	0	0	0.19375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1125	0	0	0	0	0	Orthopox_96	Orthopox_96N212-S35
Orthopox_96N217-N218	0.0731707317073171	0	0.292682926829268	0	0	0	0	0	0	0	0	0	0.268292682926829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0975609756097561	0	0	0	0	0	0	0	0	0.268292682926829	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N217-N218
Orthopox_96N217-S70	0.105421686746988	0	0.894578313253012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N217-S70
Orthopox_96N218-N219	0.0681818181818182	0.0909090909090909	0.545454545454545	0	0	0	0	0	0	0	0.113636363636364	0	0	0	0	0	0	0	0	0	0.181818181818182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N218-N219
Orthopox_96N218-S34	0.0277777777777778	0	0.583333333333333	0	0	0	0	0	0	0.0555555555555556	0.111111111111111	0	0.222222222222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N218-S34
Orthopox_96N219-S30	0.142857142857143	0	0.0892857142857143	0	0	0	0	0	0	0	0	0	0.357142857142857	0	0	0	0	0	0.196428571428571	0	0	0	0	0	0	0	0	0	0	0.214285714285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N219-S30
Orthopox_96N220-N221	0.0900900900900901	0	0.621621621621622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.117117117117117	0	0	0	0	0	0	0	0	0	0	0	0	0	0.171171171171171	Orthopox_96	Orthopox_96N220-N221
Orthopox_96N223-N224	0.0654205607476635	0	0.672897196261682	0	0	0	0	0	0	0	0	0	0.168224299065421	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0934579439252336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N223-N224
Orthopox_96N223-N232	0.0952380952380952	0	0.727891156462585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17687074829932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N223-N232
Orthopox_96N224-N225	0.0805687203791469	0.0521327014218009	0.450236966824645	0.0900473933649289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.161137440758294	0	0	0	0	0.0995260663507109	0	0	0	0	0	0	0	0	0	0	0.0663507109004739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N224-N225
Orthopox_96N224-N228	0.0625	0	0.171875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.140625	0	0	0.34375	0	0	0	0	0	0.28125	0	0	0	0	0	Orthopox_96	Orthopox_96N224-N228
Orthopox_96N225-N226	0.116161616161616	0.0656565656565657	0.818181818181818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N225-N226
Orthopox_96N225-S81	0.0697674418604651	0	0.186046511627907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.302325581395349	0	0	0	0.302325581395349	0	0	0	0	0	0	0	0	0	0	0.13953488372093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N225-S81
Orthopox_96N226-N227	0.0701754385964912	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.157894736842105	0.105263157894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N226-N227
